"event_number","event_number_niskin","ship","cruise","date_time_utc","latitude","longitude","depth","filter_size","replicate","chl","phaeo","iode_quality_flag","fluorometer"
"MVCO_140","MVCO_140_04","","",2008-05-23 14:12:00,41.3245,-70.627,1.8,">0&<10","a",2.371,0.459,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_04","","",2008-05-23 14:12:00,41.3245,-70.627,1.8,">0&<10","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_01","","",2008-05-23 14:50:00,41.3364,-70.5539,11.9,">0","a",3.433,0.775,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_01","","",2008-05-23 14:50:00,41.3364,-70.5539,11.9,">0","b",3.051,0.97,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_02","","",2008-05-23 14:50:00,41.3364,-70.5539,4.9,">0","a",2.053,0.505,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_02","","",2008-05-23 14:50:00,41.3364,-70.5539,4.9,">0","b",1.996,0.457,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_03","","",2008-05-23 14:50:00,41.3364,-70.5539,1.6,">0","a",1.854,0.485,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_03","","",2008-05-23 14:50:00,41.3364,-70.5539,1.6,">0","b",1.723,0.468,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_03","","",2008-05-23 14:50:00,41.3364,-70.5539,1.6,">0&<10","a",1.507,0.402,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_141","MVCO_141_03","","",2008-05-23 14:50:00,41.3364,-70.5539,1.6,">0&<10","b",1.846,0.549,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_01","","",2008-05-23 15:20:00,41.3227,-70.5677,15,">0","a",6.735,0.905,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_01","","",2008-05-23 15:20:00,41.3227,-70.5677,15,">0","b",5.437,0.925,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_02","","",2008-05-23 15:20:00,41.3227,-70.5677,10.2,">0","a",2.817,0.651,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_02","","",2008-05-23 15:20:00,41.3227,-70.5677,10.2,">0","b",2.744,0.614,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_03","","",2008-05-23 15:20:00,41.3227,-70.5677,6.1,">0","a",2.782,0.595,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_03","","",2008-05-23 15:20:00,41.3227,-70.5677,6.1,">0","b",2.729,0.555,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_04","","",2008-05-23 15:20:00,41.3227,-70.5677,1.4,">0","a",2.572,0.506,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_04","","",2008-05-23 15:20:00,41.3227,-70.5677,1.4,">0","b",2.444,0.512,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_04","","",2008-05-23 15:20:00,41.3227,-70.5677,1.4,">0&<10","a",1.669,0.471,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_142","MVCO_142_04","","",2008-05-23 15:20:00,41.3227,-70.5677,1.4,">0&<10","b",1.503,0.443,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_01","","",2008-05-23 16:16:00,41.2524,-70.5661,25.4,">0","a",6.277,0.51,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_01","","",2008-05-23 16:16:00,41.2524,-70.5661,25.4,">0","b",6.618,0.485,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_02","","",2008-05-23 16:16:00,41.2524,-70.5661,18.4,">0","a",1.378,0.388,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_02","","",2008-05-23 16:16:00,41.2524,-70.5661,18.4,">0","b",2.346,0.587,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_03","","",2008-05-23 16:16:00,41.2524,-70.5661,9.6,">0","a",2.015,0.379,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_03","","",2008-05-23 16:16:00,41.2524,-70.5661,9.6,">0","b",2.177,0.246,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_04","","",2008-05-23 16:16:00,41.2524,-70.5661,1.8,">0","a",1.39,0.304,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_04","","",2008-05-23 16:16:00,41.2524,-70.5661,1.8,">0","b",1.395,0.219,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_04","","",2008-05-23 16:16:00,41.2524,-70.5661,1.8,">0&<10","a",1.171,0.275,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_143","MVCO_143_04","","",2008-05-23 16:16:00,41.2524,-70.5661,1.8,">0&<10","b",1.229,0.214,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_01","","",2008-05-23 17:00:00,41.1995,-70.5644,35,">0","a",3.925,0.432,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_01","","",2008-05-23 17:00:00,41.1995,-70.5644,35,">0","b",3.936,0.569,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_02","","",2008-05-23 17:00:00,41.1995,-70.5644,17.1,">0","a",7.408,0.89,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_02","","",2008-05-23 17:00:00,41.1995,-70.5644,17.1,">0","b",6.1,0.878,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_03","","",2008-05-23 17:00:00,41.1995,-70.5644,8.2,">0","a",1.089,0.182,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_03","","",2008-05-23 17:00:00,41.1995,-70.5644,8.2,">0","b",0.947,0.164,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_04","","",2008-05-23 17:00:00,41.1995,-70.5644,1.3,">0","a",0.743,0.166,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_04","","",2008-05-23 17:00:00,41.1995,-70.5644,1.3,">0","b",0.79,0.187,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_04","","",2008-05-23 17:00:00,41.1995,-70.5644,1.3,">0&<10","a",0.78,0.182,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_144","MVCO_144_04","","",2008-05-23 17:00:00,41.1995,-70.5644,1.3,">0&<10","b",0.802,0.188,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_01","","",2008-05-23 18:01:00,41.1459,-70.5644,38.7,">0","a",2.093,0.255,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_01","","",2008-05-23 18:01:00,41.1459,-70.5644,38.7,">0","b",1.792,0.214,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_02","","",2008-05-23 18:01:00,41.1459,-70.5644,18,">0","a",6.218,0.682,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_02","","",2008-05-23 18:01:00,41.1459,-70.5644,18,">0","b",6.119,0.585,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_03","","",2008-05-23 18:01:00,41.1459,-70.5644,8,">0","a",1.637,0.25,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_03","","",2008-05-23 18:01:00,41.1459,-70.5644,8,">0","b",1.651,0.305,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_04","","",2008-05-23 18:01:00,41.1459,-70.5644,1.6,">0","a",1.669,0.26,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_04","","",2008-05-23 18:01:00,41.1459,-70.5644,1.6,">0","b",1.579,0.268,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_04","","",2008-05-23 18:01:00,41.1459,-70.5644,1.6,">0&<10","a",0.739,0.138,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_145","MVCO_145_04","","",2008-05-23 18:01:00,41.1459,-70.5644,1.6,">0&<10","b",0.727,0.154,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_146","MVCO_146_01","","",2008-06-27 13:50:00,41.1364,-70.5765,39.6,">0","a",0.621,0.274,1,"analyzed by Morrison"
"MVCO_146","MVCO_146_02","","",2008-06-27 13:50:00,41.1364,-70.5765,27,">0","a",2.063,0.457,1,"analyzed by Morrison"
"MVCO_146","MVCO_146_03","","",2008-06-27 13:50:00,41.1364,-70.5765,12.5,">0","a",2.579,0.387,1,"analyzed by Morrison"
"MVCO_146","MVCO_146_04","","",2008-06-27 13:50:00,41.1364,-70.5765,1.7,">0","a",0.868,0.017,1,"analyzed by Morrison"
"MVCO_147","MVCO_147_01","","",2008-06-27 14:30:00,41.2001,-70.5667,33,">0","a",1.034,0.361,1,"analyzed by Morrison"
"MVCO_147","MVCO_147_02","","",2008-06-27 14:30:00,41.2001,-70.5667,19.9,">0","a",2.413,0.206,1,"analyzed by Morrison"
"MVCO_147","MVCO_147_03","","",2008-06-27 14:30:00,41.2001,-70.5667,12.5,">0","a",2.6,0.177,1,"analyzed by Morrison"
"MVCO_147","MVCO_147_04","","",2008-06-27 14:30:00,41.2001,-70.5667,1.9,">0","a",1.197,0,3,"analyzed by Morrison"
"MVCO_148","MVCO_148_01","","",2008-06-27 15:18:00,41.2555,-70.5663,24.9,">0","a",2.491,0.535,1,"analyzed by Morrison"
"MVCO_148","MVCO_148_02","","",2008-06-27 15:18:00,41.2555,-70.5663,17,">0","a",3.01,0.425,1,"analyzed by Morrison"
"MVCO_148","MVCO_148_03","","",2008-06-27 15:18:00,41.2555,-70.5663,9.8,">0","a",1.811,0.313,1,"analyzed by Morrison"
"MVCO_148","MVCO_148_04","","",2008-06-27 15:18:00,41.2555,-70.5663,1.8,">0","a",0.995,0.133,1,"analyzed by Morrison"
"MVCO_149","MVCO_149_01","","",2008-06-27 16:07:00,41.3253,-70.6261,14.2,">0","a",3.24,0.648,1,"analyzed by Morrison"
"MVCO_149","MVCO_149_02","","",2008-06-27 16:07:00,41.3253,-70.6261,8.1,">0","a",2.392,0.634,1,"analyzed by Morrison"
"MVCO_149","MVCO_149_03","","",2008-06-27 16:07:00,41.3253,-70.6261,5.3,">0","a",1.502,0.239,1,"analyzed by Morrison"
"MVCO_149","MVCO_149_04","","",2008-06-27 16:07:00,41.3253,-70.6261,1.7,">0","a",1.198,0.21,1,"analyzed by Morrison"
"MVCO_150","MVCO_150_01","","",2008-06-27 16:48:00,41.3367,-70.5551,11,">0","a",2.288,0.626,1,"analyzed by Morrison"
"MVCO_150","MVCO_150_02","","",2008-06-27 16:48:00,41.3367,-70.5551,7.4,">0","a",2.348,0.425,1,"analyzed by Morrison"
"MVCO_150","MVCO_150_03","","",2008-06-27 16:48:00,41.3367,-70.5551,1.8,">0","a",1.151,0.259,1,"analyzed by Morrison"
"MVCO_151","MVCO_151_01","","",2008-06-27 17:24:00,41.3259,-70.5705,14.3,">0","a",2.716,0.832,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_01","","",2008-06-27 17:24:00,41.3259,-70.5705,14.3,">0","b",2.738,0.889,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_01","","",2008-06-27 17:24:00,41.3259,-70.5705,14.3,">0","c",2.49,0.386,1,"analyzed by Morrison"
"MVCO_151","MVCO_151_02","","",2008-06-27 17:24:00,41.3259,-70.5705,11.1,">0","a",2.716,0.763,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_02","","",2008-06-27 17:24:00,41.3259,-70.5705,11.1,">0","b",2.648,0.78,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_02","","",2008-06-27 17:24:00,41.3259,-70.5705,11.1,">0","c",2.28,0.511,1,"analyzed by Morrison"
"MVCO_151","MVCO_151_03","","",2008-06-27 17:24:00,41.3259,-70.5705,5.9,">0","a",2.707,0.883,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_03","","",2008-06-27 17:24:00,41.3259,-70.5705,5.9,">0","b",2.596,0.718,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_03","","",2008-06-27 17:24:00,41.3259,-70.5705,5.9,">0","c",2.29,0.41,3,"analyzed by Morrison"
"MVCO_151","MVCO_151_04","","",2008-06-27 17:24:00,41.3259,-70.5705,1.6,">0","a",1.37,0.415,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_04","","",2008-06-27 17:24:00,41.3259,-70.5705,1.6,">0","b",1.384,0.398,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_04","","",2008-06-27 17:24:00,41.3259,-70.5705,1.6,">0","c",1.172,0.202,1,"analyzed by Morrison"
"MVCO_151","MVCO_151_04","","",2008-06-27 17:24:00,41.3259,-70.5705,1.6,">0&<10","a",1.091,0.404,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_151","MVCO_151_04","","",2008-06-27 17:24:00,41.3259,-70.5705,1.6,">0&<10","b",1.098,0.356,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_152","MVCO_152_01","","",2008-06-27 18:03:00,41.3268,-70.5041,14,">0","a",2.588,0.573,1,"analyzed by Morrison"
"MVCO_152","MVCO_152_02","","",2008-06-27 18:03:00,41.3268,-70.5041,9.9,">0","a",2.784,0.438,1,"analyzed by Morrison"
"MVCO_152","MVCO_152_03","","",2008-06-27 18:03:00,41.3268,-70.5041,7.6,">0","a",2.634,0.534,1,"analyzed by Morrison"
"MVCO_152","MVCO_152_04","","",2008-06-27 18:03:00,41.3268,-70.5041,1.8,">0","a",1.416,0.115,1,"analyzed by Morrison"
"MVCO_153","MVCO_153_01","","",2008-06-27 18:44:00,41.3273,-70.4464,8.5,">0","a",2.098,0.369,1,"analyzed by Morrison"
"MVCO_153","MVCO_153_02","","",2008-06-27 18:44:00,41.3273,-70.4464,5.1,">0","a",2.059,0.3,1,"analyzed by Morrison"
"MVCO_153","MVCO_153_03","","",2008-06-27 18:44:00,41.3273,-70.4464,1.8,">0","a",2.013,0.332,1,"analyzed by Morrison"
"MVCO_154","MVCO_154_01","","",2008-07-17 13:05:00,41.147,-70.5686,39,">0","a",1.06,0.697,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_01","","",2008-07-17 13:05:00,41.147,-70.5686,39,">0","b",0.954,0.67,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_02","","",2008-07-17 13:05:00,41.147,-70.5686,20.2,">0","a",2.302,1.142,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_02","","",2008-07-17 13:05:00,41.147,-70.5686,20.2,">0","b",2.417,1.118,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_03","","",2008-07-17 13:05:00,41.147,-70.5686,10.8,">0","a",1.19,0.542,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_03","","",2008-07-17 13:05:00,41.147,-70.5686,10.8,">0","b",1.191,0.589,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_04","","",2008-07-17 13:05:00,41.147,-70.5686,1.8,">0","a",0.464,0.126,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_04","","",2008-07-17 13:05:00,41.147,-70.5686,1.8,">0","b",0.466,0.167,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_04","","",2008-07-17 13:05:00,41.147,-70.5686,1.8,">0&<10","a",0.48,0.086,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_154","MVCO_154_04","","",2008-07-17 13:05:00,41.147,-70.5686,1.8,">0&<10","b",0.416,0.151,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_01","","",2008-07-17 13:52:00,41.2015,-70.5633,34,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_01","","",2008-07-17 13:52:00,41.2015,-70.5633,34,">0","b",0.876,0.721,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_02","","",2008-07-17 13:52:00,41.2015,-70.5633,20,">0","a",1.897,0.866,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_02","","",2008-07-17 13:52:00,41.2015,-70.5633,20,">0","b",2.026,0.869,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_03","","",2008-07-17 13:52:00,41.2015,-70.5633,10,">0","a",1.006,0.43,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_03","","",2008-07-17 13:52:00,41.2015,-70.5633,10,">0","b",1.001,0.451,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_04","","",2008-07-17 13:52:00,41.2015,-70.5633,1.5,">0","a",0.599,0.15,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_04","","",2008-07-17 13:52:00,41.2015,-70.5633,1.5,">0","b",0.571,0.168,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_04","","",2008-07-17 13:52:00,41.2015,-70.5633,1.5,">0&<10","a",0.53,0.123,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_155","MVCO_155_04","","",2008-07-17 13:52:00,41.2015,-70.5633,1.5,">0&<10","b",0.536,0.162,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_01","","",2008-07-17 14:15:00,41.2533,-70.565,24,">0","a",1.658,0.94,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_01","","",2008-07-17 14:15:00,41.2533,-70.565,24,">0","b",1.588,0.977,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_02","","",2008-07-17 14:15:00,41.2533,-70.565,12.1,">0","a",1.644,0.656,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_02","","",2008-07-17 14:15:00,41.2533,-70.565,12.1,">0","b",1.664,0.695,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_03","","",2008-07-17 14:15:00,41.2533,-70.565,8,">0","a",1.501,0.67,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_03","","",2008-07-17 14:15:00,41.2533,-70.565,8,">0","b",1.555,0.688,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_04","","",2008-07-17 14:15:00,41.2533,-70.565,1.5,">0","a",0.884,0.325,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_04","","",2008-07-17 14:15:00,41.2533,-70.565,1.5,">0","b",0.888,0.355,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_04","","",2008-07-17 14:15:00,41.2533,-70.565,1.5,">0&<10","a",0.823,0.316,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_156","MVCO_156_04","","",2008-07-17 14:15:00,41.2533,-70.565,1.5,">0&<10","b",0.774,0.341,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_01","","",2008-07-17 14:55:00,41.325,-70.565,13.9,">0","a",2.639,1.152,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_01","","",2008-07-17 14:55:00,41.325,-70.565,13.9,">0","b",2.586,0.929,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_02","","",2008-07-17 14:55:00,41.325,-70.565,9.9,">0","a",2.518,0.993,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_02","","",2008-07-17 14:55:00,41.325,-70.565,9.9,">0","b",2.695,0.917,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_03","","",2008-07-17 14:55:00,41.325,-70.565,6,">0","a",2.401,0.871,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_03","","",2008-07-17 14:55:00,41.325,-70.565,6,">0","b",2.234,0.876,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_04","","",2008-07-17 14:55:00,41.325,-70.565,1.6,">0","a",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_04","","",2008-07-17 14:55:00,41.325,-70.565,1.6,">0","b",1.25,0.446,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_04","","",2008-07-17 14:55:00,41.325,-70.565,1.6,">0&<10","a",1.012,0.376,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_157","MVCO_157_04","","",2008-07-17 14:55:00,41.325,-70.565,1.6,">0&<10","b",0.998,0.429,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_01","","",2008-07-17 15:40:00,41.325,-70.625,14.4,">0","a",3.372,1.33,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_01","","",2008-07-17 15:40:00,41.325,-70.625,14.4,">0","b",3.399,1.287,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_02","","",2008-07-17 15:40:00,41.325,-70.625,10,">0","a",3.246,1.191,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_02","","",2008-07-17 15:40:00,41.325,-70.625,10,">0","b",2.994,1.138,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_03","","",2008-07-17 15:40:00,41.325,-70.625,6,">0","a",1.473,0.609,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_03","","",2008-07-17 15:40:00,41.325,-70.625,6,">0","b",1.362,0.546,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_04","","",2008-07-17 15:40:00,41.325,-70.625,1.5,">0","a",0.94,0.211,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_04","","",2008-07-17 15:40:00,41.325,-70.625,1.5,">0","b",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_04","","",2008-07-17 15:40:00,41.325,-70.625,1.5,">0&<10","a",0.853,0.291,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_158","MVCO_158_04","","",2008-07-17 15:40:00,41.325,-70.625,1.5,">0&<10","b",0.742,0.295,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_159","MVCO_159_01","","",2008-07-17 16:10:00,41.335,-70.555,10,">0","a",2.154,0.911,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_159","MVCO_159_01","","",2008-07-17 16:10:00,41.335,-70.555,10,">0","b",2.185,0.767,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_159","MVCO_159_02","","",2008-07-17 16:10:00,41.335,-70.555,5.8,">0","a",1.723,0.679,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_159","MVCO_159_02","","",2008-07-17 16:10:00,41.335,-70.555,5.8,">0","b",1.697,0.59,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_159","MVCO_159_03","","",2008-07-17 16:10:00,41.335,-70.555,1.6,">0","a",0.835,0.368,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_159","MVCO_159_03","","",2008-07-17 16:10:00,41.335,-70.555,1.6,">0","b",1.066,0.43,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_159","MVCO_159_03","","",2008-07-17 16:10:00,41.335,-70.555,1.6,">0&<10","a",0.936,0.378,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
